Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Sales_in_Millions,Genre_Code,First_Letter,global_sales_iva
Castlevania: Lords of Shadow 2,PC,2014.0,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04,40000.0,0,C,0.046400000000000004
Draglade (JP sales),DS,2007.0,Fighting,505 Games,0.0,0.0,0.04,0.0,0.04,40000.0,2,D,0.046400000000000004
Herc's Adventures,PS,1997.0,Action,Virgin Interactive,0.02,0.01,0.0,0.0,0.04,40000.0,0,H,0.046400000000000004
Tiger Woods PGA Tour Golf,GBA,2002.0,Sports,Ubisoft,0.03,0.01,0.0,0.0,0.04,40000.0,10,T,0.046400000000000004
Twin Strike: Operation Thunder,Wii,2008.0,Shooter,Zoo Games,0.04,0.0,0.0,0.0,0.04,40000.0,8,T,0.046400000000000004
BlazBlue: Chrono Phantasma Extend,PS3,2015.0,Action,PQube,0.0,0.0,0.04,0.0,0.04,40000.0,0,B,0.046400000000000004
All Points Bulletin,PC,2010.0,Role-Playing,Electronic Arts,0.0,0.03,0.0,0.01,0.04,40000.0,7,A,0.046400000000000004
Romance of the Three Kingdoms 13,PS3,2015.0,Action,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,40000.0,0,R,0.046400000000000004
The Movies,PC,2005.0,Simulation,Activision,0.01,0.03,0.0,0.01,0.04,40000.0,9,T,0.046400000000000004
SuperCar Challenge,PS3,2009.0,Racing,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.04,40000.0,6,S,0.046400000000000004
Dreamfall: The Longest Journey,XB,2006.0,Adventure,Empire Interactive,0.03,0.01,0.0,0.0,0.04,40000.0,1,D,0.046400000000000004
The Sims 4: Spa Day,PC,2015.0,Simulation,Electronic Arts,0.0,0.04,0.0,0.0,0.04,40000.0,9,T,0.046400000000000004
Tokimeki Mahjong Paradise: Koi no Tenpai Beat,SAT,1995.0,Misc,Sonnet,0.0,0.0,0.04,0.0,0.04,40000.0,3,T,0.046400000000000004
Yuki Yuna is a Hero: Memory of the Forest,PSV,2015.0,Action,FuRyu,0.0,0.0,0.04,0.0,0.04,40000.0,0,Y,0.046400000000000004
JASF: Jane's Advanced Strike Fighters,PC,2011.0,Simulation,Deep Silver,0.02,0.01,0.0,0.0,0.04,40000.0,9,J,0.046400000000000004
Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,DS,2005.0,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,40000.0,3,K,0.046400000000000004
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP,2010.0,Adventure,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,40000.0,1,B,0.046400000000000004
Zatch Bell! Mamodo Fury,GC,2005.0,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,40000.0,2,Z,0.046400000000000004
Dora's Big Birthday Adventure,PS2,2010.0,Misc,Take-Two Interactive,0.02,0.01,0.0,0.0,0.04,40000.0,3,D,0.046400000000000004
PopStar Guitar,PS2,2008.0,Misc,XS Games,0.02,0.01,0.0,0.0,0.04,40000.0,3,P,0.046400000000000004
Haikyu!! Cross Team Match!,3DS,2016.0,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,40000.0,1,H,0.046400000000000004
NHL Blades of Steel 2000,PS,1999.0,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04,40000.0,10,N,0.046400000000000004
Outlaw Volleyball Remixed,PS2,2004.0,Sports,Global Star,0.02,0.01,0.0,0.0,0.04,40000.0,10,O,0.046400000000000004
The Adventures of Darwin,PS2,2006.0,Strategy,Essential Games,0.01,0.0,0.03,0.0,0.04,40000.0,11,T,0.046400000000000004
Scarface: The World is Yours,PC,2006.0,Action,Vivendi Games,0.01,0.02,0.0,0.01,0.04,40000.0,0,S,0.046400000000000004
Blood Bowl,PC,2009.0,Sports,Focus Home Interactive,0.01,0.02,0.0,0.01,0.04,40000.0,10,B,0.046400000000000004
FIFA World Cup Germany 2006,DS,2006.0,Sports,Electronic Arts,0.03,0.0,0.0,0.0,0.04,40000.0,10,F,0.046400000000000004
Supreme Commander: Forged Alliance,PC,2007.0,Strategy,THQ,0.01,0.02,0.0,0.01,0.04,40000.0,11,S,0.046400000000000004
Klonoa Heroes: Densetsu no Star Medal,GBA,2002.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,40000.0,7,K,0.046400000000000004
Hyperdimension Neptunia Victory II,PS4,2015.0,Role-Playing,Idea Factory International,0.0,0.0,0.04,0.0,0.04,40000.0,7,H,0.046400000000000004
Pajama Sam: You are What You Eat From Your Head to Your Feet,PS,2001.0,Adventure,Infogrames,0.02,0.01,0.0,0.0,0.04,40000.0,1,P,0.046400000000000004
Sid Meier's Railroads!,PC,2006.0,Simulation,Take-Two Interactive,0.01,0.03,0.0,0.01,0.04,40000.0,9,S,0.046400000000000004
Jig-A-Pix: Pets,DS,2009.0,Puzzle,Zushi Games,0.03,0.0,0.0,0.0,0.04,40000.0,5,J,0.046400000000000004
Brothers: A Tale of Two Sons,XOne,2015.0,Adventure,505 Games,0.03,0.01,0.0,0.0,0.04,40000.0,1,B,0.046400000000000004
Warhammer: Dark Omen,PS,1998.0,Strategy,Electronic Arts,0.02,0.01,0.0,0.0,0.04,40000.0,11,W,0.046400000000000004
Mobile Suit Gundam: Mokuba no Kiseki,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,40000.0,0,M,0.046400000000000004
Denki Blocks!,GBA,2001.0,Puzzle,Rage Software,0.03,0.01,0.0,0.0,0.04,40000.0,5,D,0.046400000000000004
A Ressha de Ikou DS,DS,2009.0,Simulation,ArtDink,0.0,0.0,0.04,0.0,0.04,40000.0,9,A,0.046400000000000004
Harukanaru Toki no Naka de 4: Aizouban,PSP,2010.0,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,40000.0,7,H,0.046400000000000004
Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,PSV,2015.0,Role-Playing,Experience Inc.,0.0,0.0,0.04,0.0,0.04,40000.0,7,T,0.046400000000000004
Colin McRae Rally 3,XB,2002.0,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04,40000.0,6,C,0.046400000000000004
Ballistic,PS,1999.0,Puzzle,Atari,0.02,0.01,0.0,0.0,0.04,40000.0,5,B,0.046400000000000004
Paddington: Adventures in London,3DS,2015.0,Puzzle,Koch Media,0.0,0.04,0.0,0.0,0.04,40000.0,5,P,0.046400000000000004
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PSV,2016.0,Misc,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,40000.0,3,N,0.046400000000000004
Caesar IV,PC,2006.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,40000.0,11,C,0.046400000000000004
Sega Rally 2006,PS2,0.0,Racing,Unknown,0.0,0.0,0.04,0.0,0.04,40000.0,6,S,0.046400000000000004
Song of the Deep,XOne,2016.0,Action,Insomniac Games,0.03,0.0,0.0,0.0,0.04,40000.0,0,S,0.046400000000000004
I'm A Celebrity: Get Me Out of Here!,DS,2009.0,Misc,Mindscape,0.0,0.04,0.0,0.0,0.04,40000.0,3,I,0.046400000000000004
Gundam Battle Online,DC,2001.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,40000.0,0,G,0.046400000000000004
Harry Potter and the Order of the Phoenix,PC,2007.0,Action,Electronic Arts,0.0,0.03,0.0,0.01,0.04,40000.0,0,H,0.046400000000000004
Shonen Jump's One Piece: Grand Adventure,GC,2006.0,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,40000.0,2,S,0.046400000000000004
Holly Hobbie & Friends,DS,2007.0,Misc,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04,40000.0,3,H,0.046400000000000004
Kevin Van Dam: Big Bass Challenge,Wii,2010.0,Sports,Zoo Games,0.04,0.0,0.0,0.0,0.04,40000.0,10,K,0.046400000000000004
Stolen,PS2,2005.0,Action,Hip Interactive,0.02,0.01,0.0,0.0,0.04,40000.0,0,S,0.046400000000000004
Monster High: New Ghoul in School,X360,2015.0,Action,Little Orbit,0.0,0.04,0.0,0.0,0.04,40000.0,0,M,0.046400000000000004
Glacier2,Wii,2009.0,Racing,Zoo Games,0.04,0.0,0.0,0.0,0.04,40000.0,6,G,0.046400000000000004
Rugby Challenge 3,PS4,2016.0,Sports,Alternative Software,0.0,0.03,0.0,0.01,0.04,40000.0,10,R,0.046400000000000004
Memories Off 6: T-Wave,PS2,2008.0,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,40000.0,1,M,0.046400000000000004
Superstars V8 Racing,PS3,2009.0,Racing,Black Bean Games,0.0,0.02,0.0,0.01,0.04,40000.0,6,S,0.046400000000000004
Halo: Combat Evolved,PC,2003.0,Shooter,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04,40000.0,8,H,0.046400000000000004
Hatsune Miku: Project Diva X,PS4,2016.0,Misc,Sega,0.01,0.0,0.02,0.0,0.04,40000.0,3,H,0.046400000000000004
Bullet Girls 2,PSV,2016.0,Action,D3Publisher,0.0,0.0,0.04,0.0,0.04,40000.0,0,B,0.046400000000000004
Famicom Remix Best Choice,3DS,2015.0,Action,Nintendo,0.0,0.0,0.04,0.0,0.04,40000.0,0,F,0.046400000000000004
Pro Race Driver,XB,2003.0,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04,40000.0,6,P,0.046400000000000004
Sleepover Party,Wii,2009.0,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.04,40000.0,3,S,0.046400000000000004
100 Classic Games,DS,2011.0,Misc,Rondomedia,0.0,0.03,0.0,0.0,0.04,40000.0,3,1,0.046400000000000004
Ide Yosuke no Mahjong Kazoku,PS,1995.0,Misc,Seta Corporation,0.0,0.0,0.04,0.0,0.04,40000.0,3,I,0.046400000000000004
Richard Burns Rally,PC,2004.0,Racing,SCi,0.0,0.03,0.0,0.01,0.04,40000.0,6,R,0.046400000000000004
WRC: FIA World Rally Championship,PSP,2005.0,Racing,Sony Computer Entertainment,0.02,0.01,0.0,0.01,0.04,40000.0,6,W,0.046400000000000004
Quiz Mobile Gundam: Toi Senshi DX,PSP,2006.0,Puzzle,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,40000.0,5,Q,0.046400000000000004
R-Type Command (correct US sales),PSP,2007.0,Strategy,Rising Star Games,0.04,0.0,0.0,0.0,0.04,40000.0,11,R,0.046400000000000004
E.T. The Extra-Terrestrial: Interplanetary Mission,PS,2001.0,Platform,Ubisoft,0.02,0.01,0.0,0.0,0.04,40000.0,4,E,0.046400000000000004
Story Hour: Fairy Tales,Wii,2008.0,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.04,40000.0,1,S,0.046400000000000004
Dynasty Warriors Vol. 2 (JP sales),PSP,2006.0,Action,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,40000.0,0,D,0.046400000000000004
Countdown Vampires,PS,1999.0,Adventure,Namco Bandai Games,0.02,0.01,0.0,0.0,0.04,40000.0,1,C,0.046400000000000004
Crypt Killer,PS,1997.0,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04,40000.0,8,C,0.046400000000000004
Tokumei Sentai Go-Busters,DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,40000.0,0,T,0.046400000000000004
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,PS2,2002.0,Sports,Enix Corporation,0.0,0.0,0.04,0.0,0.04,40000.0,10,D,0.046400000000000004
The Treasures of Montezuma,DS,2010.0,Puzzle,Foreign Media Games,0.02,0.02,0.0,0.0,0.04,40000.0,5,T,0.046400000000000004
Saints Row 2,PC,2009.0,Action,THQ,0.0,0.03,0.0,0.01,0.04,40000.0,0,S,0.046400000000000004
Harry Potter and the Prisoner of Azkaban,PC,2004.0,Action,Electronic Arts,0.0,0.03,0.0,0.01,0.04,40000.0,0,H,0.046400000000000004
Battle Hunter,PS,1999.0,Strategy,Midas Interactive Entertainment,0.02,0.01,0.0,0.0,0.04,40000.0,11,B,0.046400000000000004
PO'ed,PS,1996.0,Shooter,Time Warner Interactive,0.02,0.01,0.0,0.0,0.04,40000.0,8,P,0.046400000000000004
Heathcliff! Frantic Foto,DS,2010.0,Misc,Storm City Games,0.04,0.0,0.0,0.0,0.04,40000.0,3,H,0.046400000000000004
Adidas Power Soccer,PS,1996.0,Sports,Psygnosis,0.02,0.01,0.0,0.0,0.04,40000.0,10,A,0.046400000000000004
LEGO Jurassic World,PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04,40000.0,0,L,0.046400000000000004
Secret Files 2: Puritas Cordis,PC,2009.0,Adventure,Deep Silver,0.0,0.03,0.0,0.01,0.04,40000.0,1,S,0.046400000000000004
Darklight Conflict,PS,1997.0,Simulation,Electronic Arts,0.02,0.01,0.0,0.0,0.04,40000.0,9,D,0.046400000000000004
Dragon Ball: Advanced Adventure,GBA,2004.0,Action,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,40000.0,0,D,0.046400000000000004
Art of Fighting 3: The Path of the Warrior,NG,1996.0,Fighting,SNK,0.0,0.0,0.04,0.0,0.04,40000.0,2,A,0.046400000000000004
Rabbids Land,WiiU,2012.0,Misc,Ubisoft,0.02,0.01,0.0,0.0,0.04,40000.0,3,R,0.046400000000000004
Civilization Beyond Earth: Rising Tide,PC,2015.0,Strategy,Take-Two Interactive,0.0,0.04,0.0,0.0,0.04,40000.0,11,C,0.046400000000000004
The Ripping Friends,GBA,2002.0,Action,THQ,0.03,0.01,0.0,0.0,0.04,40000.0,0,T,0.046400000000000004
Rodea the Sky Soldier,3DS,2015.0,Action,Nippon Ichi Software,0.03,0.0,0.0,0.0,0.04,40000.0,0,R,0.046400000000000004
Konami Arcade Classics,PS,1999.0,Misc,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04,40000.0,3,K,0.046400000000000004
Hunter x Hunter: Wonder Adventure,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,40000.0,0,H,0.046400000000000004
Super Army War,GBA,2005.0,Action,Flashpoint Games,0.03,0.01,0.0,0.0,0.04,40000.0,0,S,0.046400000000000004
Ao no Exorcist: Genkoku no Labyrinth,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,40000.0,0,A,0.046400000000000004
Don Bradman Cricket 14,XOne,2015.0,Sports,Tru Blu Entertainment,0.0,0.04,0.0,0.0,0.04,40000.0,10,D,0.046400000000000004
Echo Night Beyond,PS2,2004.0,Adventure,Indie Games,0.02,0.01,0.0,0.0,0.04,40000.0,1,E,0.046400000000000004
Minna no Chizu,PSP,2006.0,Misc,Zenrin,0.0,0.0,0.04,0.0,0.04,40000.0,3,M,0.046400000000000004
Doom II: Hell on Earth,GBA,2002.0,Shooter,Activision,0.03,0.01,0.0,0.0,0.04,40000.0,8,D,0.046400000000000004
Taikou Risshiden V,PSP,2009.0,Strategy,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,40000.0,11,T,0.046400000000000004
Shin Hayarigami,PS3,2014.0,Adventure,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,40000.0,1,S,0.046400000000000004
Jikkyou Powerful Major League,GC,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,40000.0,10,J,0.046400000000000004
Train Simulator 2016,PC,2015.0,Simulation,Unknown,0.0,0.04,0.0,0.0,0.04,40000.0,9,T,0.046400000000000004
Corpse Party: Blood Covered - Repeated Fear,3DS,2015.0,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,40000.0,1,C,0.046400000000000004
Suzumiya Haruhi no Tsuisou,PSP,2011.0,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,40000.0,1,S,0.046400000000000004
Zoo Hospital,DS,2007.0,Simulation,Eidos Interactive,0.03,0.0,0.0,0.0,0.04,40000.0,9,Z,0.046400000000000004
Evolution Skateboarding,GC,2002.0,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,40000.0,10,E,0.046400000000000004
Greg Hastings' Tournament Paintball Max'd,DS,2006.0,Shooter,Activision,0.03,0.0,0.0,0.0,0.04,40000.0,8,G,0.046400000000000004
The Idolm@ster: Must Songs - Red Board / Blue Board,PSV,2015.0,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,40000.0,3,T,0.046400000000000004
Jikkyou World Soccer 2002,PS2,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,40000.0,10,J,0.046400000000000004
Tenshou Gakuen Gekkouroku,PS2,2006.0,Adventure,Asmik Ace Entertainment,0.0,0.0,0.04,0.0,0.04,40000.0,1,T,0.046400000000000004
Ski-Doo Snowmobile Challenge,X360,2009.0,Racing,Valcon Games,0.03,0.0,0.0,0.0,0.04,40000.0,6,S,0.046400000000000004
Aquanaut's Holiday: Kakusareta Kiroku,PS3,2008.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,40000.0,1,A,0.046400000000000004
Real Soccer 2008,DS,2007.0,Sports,Ubisoft,0.03,0.0,0.0,0.0,0.04,40000.0,10,R,0.046400000000000004
Little Red Riding Hood's Zombie BBQ,DS,2008.0,Shooter,Destineer,0.03,0.0,0.0,0.0,0.04,40000.0,8,L,0.046400000000000004
Texas Hold 'Em Poker DS,DS,2005.0,Misc,Majesco Entertainment,0.03,0.0,0.0,0.0,0.04,40000.0,3,T,0.046400000000000004
DuckTales: Remastered,X360,2013.0,Action,Capcom,0.03,0.0,0.0,0.0,0.04,40000.0,0,D,0.046400000000000004
APB Reloaded,PC,2011.0,Role-Playing,Iceberg Interactive,0.02,0.01,0.0,0.0,0.04,40000.0,7,A,0.046400000000000004
Railroad Tycoon 3,PC,2003.0,Strategy,Gathering of Developers,0.0,0.03,0.0,0.01,0.04,40000.0,11,R,0.046400000000000004
Magical Starsign (JP sales),DS,2006.0,Role-Playing,Nintendo,0.0,0.0,0.04,0.0,0.04,40000.0,7,M,0.046400000000000004
Big Mutha Truckers,GBA,2005.0,Racing,Zoo Digital Publishing,0.03,0.01,0.0,0.0,0.04,40000.0,6,B,0.046400000000000004
DT Carnage,PSP,2009.0,Racing,Agetec,0.03,0.0,0.0,0.0,0.04,40000.0,6,D,0.046400000000000004
Resident Evil 6,XOne,2016.0,Shooter,Capcom,0.03,0.0,0.0,0.0,0.04,40000.0,8,R,0.046400000000000004
Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008.0,Adventure,Ignition Entertainment,0.03,0.0,0.0,0.0,0.04,40000.0,1,T,0.046400000000000004
Ar Nosurge: Ode to an Unborn Star,PSV,2014.0,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,40000.0,7,A,0.046400000000000004
Warriors Orochi 3,XOne,2014.0,Action,Tecmo Koei,0.01,0.03,0.0,0.0,0.04,40000.0,0,W,0.046400000000000004
Monster High: New Ghoul in School,3DS,2015.0,Action,Little Orbit,0.0,0.03,0.0,0.0,0.04,40000.0,0,M,0.046400000000000004
Ragnarok Odyssey,PS3,2014.0,Role-Playing,GungHo,0.03,0.01,0.0,0.01,0.04,40000.0,7,R,0.046400000000000004
Rugby 08,PS2,2007.0,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.04,40000.0,10,R,0.046400000000000004
GoPets: Vacation Island,DS,2008.0,Simulation,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.04,40000.0,9,G,0.046400000000000004
Pia Carrot e Youkoso!! 2.5,DC,2008.0,Adventure,NEC Interchannel,0.0,0.0,0.04,0.0,0.04,40000.0,1,P,0.046400000000000004
Cy Girls,PS2,2004.0,Action,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04,40000.0,0,C,0.046400000000000004
The Sum of All Fears,GBA,2002.0,Shooter,Ubisoft,0.03,0.01,0.0,0.0,0.04,40000.0,8,T,0.046400000000000004
Da Capo I & II Plus Situation Portable,PSP,2010.0,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04,40000.0,1,D,0.046400000000000004
World of Tanks,X360,0.0,Shooter,Desconocido,0.0,0.03,0.0,0.0,0.04,40000.0,8,W,0.046400000000000004
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,2010.0,Misc,D3Publisher,0.0,0.0,0.04,0.0,0.04,40000.0,3,H,0.046400000000000004
Bubble Bobble Double Shot,DS,2007.0,Puzzle,Rising Star Games,0.03,0.0,0.0,0.0,0.04,40000.0,5,B,0.046400000000000004
Minority Report: Everybody Runs,GBA,2002.0,Action,Activision,0.03,0.01,0.0,0.0,0.04,40000.0,0,M,0.046400000000000004
Monster Hunter Frontier Online: Season 9.0,X360,2010.0,Role-Playing,Capcom,0.0,0.0,0.04,0.0,0.04,40000.0,7,M,0.046400000000000004
Winning Post 8,PSV,2014.0,Racing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,40000.0,6,W,0.046400000000000004
C.O.R.E.,DS,2009.0,Shooter,Graffiti,0.03,0.0,0.0,0.0,0.04,40000.0,8,C,0.046400000000000004
Garfield: The Search for Pooky,GBA,2003.0,Platform,Game Factory,0.03,0.01,0.0,0.0,0.04,40000.0,4,G,0.046400000000000004
Rugby World Cup 2015,PSV,2015.0,Sports,Ubisoft,0.0,0.03,0.0,0.01,0.04,40000.0,10,R,0.046400000000000004
Galaxy Fight,SAT,1994.0,Fighting,Sunsoft,0.0,0.0,0.04,0.0,0.04,40000.0,2,G,0.046400000000000004
Chaos Wars,PS2,2006.0,Strategy,Idea Factory,0.0,0.0,0.04,0.0,0.04,40000.0,11,C,0.046400000000000004
Steambot Chronicles,PS2,2005.0,Role-Playing,505 Games,0.02,0.01,0.0,0.0,0.04,40000.0,7,S,0.046400000000000004
Toki no Kizuna: Sekigahara Kitan,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.04,0.0,0.04,40000.0,0,T,0.046400000000000004
Mr. Driller,PS,1999.0,Puzzle,Namco Bandai Games,0.02,0.01,0.0,0.0,0.04,40000.0,5,M,0.046400000000000004
Norn9: Norn + Nonette,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,40000.0,1,N,0.046400000000000004
Super Hero Generation,PSV,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,40000.0,7,S,0.046400000000000004
Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,DS,2007.0,Adventure,D3Publisher,0.0,0.0,0.04,0.0,0.04,40000.0,1,S,0.046400000000000004
Gumby vs. the Astrobots,GBA,2005.0,Action,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,40000.0,0,G,0.046400000000000004
Trine 2,PC,2011.0,Platform,Focus Home Interactive,0.0,0.03,0.0,0.01,0.04,40000.0,4,T,0.046400000000000004
Doraemon: Shin Nobita no Nihon Tanjou,3DS,2016.0,Misc,FuRyu,0.0,0.0,0.04,0.0,0.04,40000.0,3,D,0.046400000000000004
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,PS2,2008.0,Misc,D3Publisher,0.0,0.0,0.04,0.0,0.04,40000.0,3,H,0.046400000000000004
Worms: Ultimate Mayhem,PC,2011.0,Strategy,Unknown,0.0,0.03,0.0,0.0,0.04,40000.0,11,W,0.046400000000000004
Scaler,GC,2004.0,Platform,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,40000.0,4,S,0.046400000000000004
NHL Legacy,PS3,2015.0,Action,Electronic Arts,0.03,0.0,0.0,0.01,0.04,40000.0,0,N,0.046400000000000004
Chaos;Head Noah,X360,2009.0,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,40000.0,1,C,0.046400000000000004
Tears to Tiara Anecdotes: The Secret of Avalon,PS3,2009.0,Strategy,Aqua Plus,0.0,0.0,0.04,0.0,0.04,40000.0,11,T,0.046400000000000004
Legasista,PS3,2012.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,40000.0,7,L,0.046400000000000004
Fatal Fury: Battle Archives Volume 1,PS2,2006.0,Fighting,Ignition Entertainment,0.02,0.01,0.0,0.0,0.04,40000.0,2,F,0.046400000000000004
The Night of the Rabbit,PC,2013.0,Adventure,Daedalic Entertainment,0.0,0.03,0.0,0.0,0.04,40000.0,1,T,0.046400000000000004
Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,PSP,2009.0,Adventure,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,40000.0,1,H,0.046400000000000004
Rhapsody: A Musical Adventure,PS,1998.0,Role-Playing,Nippon Ichi Software,0.02,0.01,0.0,0.0,0.04,40000.0,7,R,0.046400000000000004
NHL 16,PS3,2015.0,Sports,Electronic Arts,0.0,0.03,0.0,0.01,0.04,40000.0,10,N,0.046400000000000004
Destiny: The Collection,XOne,2016.0,Shooter,Activision,0.01,0.02,0.0,0.0,0.04,40000.0,8,D,0.046400000000000004
Music Maker: Rockstar,PS2,2009.0,Misc,Magix,0.02,0.01,0.0,0.0,0.04,40000.0,3,M,0.046400000000000004
Fading Shadows,PSP,2008.0,Puzzle,Ivolgamus,0.03,0.0,0.0,0.0,0.04,40000.0,5,F,0.046400000000000004
Formula 1 06,PS2,2006.0,Racing,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,40000.0,6,F,0.046400000000000004
Without Warning,PS2,2005.0,Shooter,Capcom,0.02,0.01,0.0,0.0,0.04,40000.0,8,W,0.046400000000000004
"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",DS,2008.0,Misc,GungHo,0.0,0.0,0.04,0.0,0.04,40000.0,3,M,0.046400000000000004
Smashing Drive,XB,2002.0,Racing,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,40000.0,6,S,0.046400000000000004
Age of Mythology: The Titans,PC,2003.0,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.0,0.04,40000.0,11,A,0.046400000000000004
Fighting Vipers 2,DC,2000.0,Fighting,Sega,0.0,0.0,0.04,0.0,0.04,40000.0,2,F,0.046400000000000004
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,XB,2005.0,Action,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,40000.0,0,T,0.046400000000000004
Sudoku Ball Detective,Wii,2009.0,Puzzle,Playlogic Game Factory,0.02,0.01,0.0,0.0,0.04,40000.0,5,S,0.046400000000000004
12-Sai. Koisuru Diary,3DS,2016.0,Adventure,Happinet,0.0,0.0,0.04,0.0,0.04,40000.0,1,1,0.046400000000000004
Castlevania: Lords of Shadow - Reverie,PS3,2011.0,Action,Konami Digital Entertainment,0.02,0.01,0.0,0.01,0.04,40000.0,0,C,0.046400000000000004
Napoleon Dynamite: The Game,PSP,2007.0,Puzzle,Crave Entertainment,0.03,0.0,0.0,0.0,0.04,40000.0,5,N,0.046400000000000004
Beatdown: Fists of Vengeance,XB,2005.0,Action,Capcom,0.03,0.01,0.0,0.0,0.04,40000.0,0,B,0.046400000000000004
Enchanted Arms (JP sales),PS3,2007.0,Role-Playing,Ubisoft,0.0,0.0,0.04,0.0,0.04,40000.0,7,E,0.046400000000000004
Monster Force,GBA,2002.0,Shooter,Universal Interactive,0.03,0.01,0.0,0.0,0.04,40000.0,8,M,0.046400000000000004
World of Goo,PC,2008.0,Puzzle,2D Boy,0.0,0.03,0.0,0.01,0.04,40000.0,5,W,0.046400000000000004
